[ [ 732 251 614  ] [ 753 559  ] [ 264  ] [ 773  ] [ 447 260  ] [ 356 119  ] [ 780 324  ] [ 234 720 145  ] [ 197 782 492  ] [ 438 271 432 292  ] [ 795  ] [ 108  ] [ 639 796  ] [ 107  ] [ 758 432  ] [ 624  ] [ 705 641  ] [ 263 281 694 420  ] [ 754 130 720 234  ] [ 354 777 683 438 387  ]  ] 
] 
[ [ [ 189 564 621  ] [ 217 239  ] [ 428  ] [ 325  ] [ 582 191  ] [ 190 345  ] [ 685 370  ] [ 702 601 339  ] [ 763 122 760  ] [ 717 651 101 214  ] [ 762  ] [ 659  ] [ 794 290  ] [ 211  ] [ 454 407  ] [ 646  ] [ 531 121  ] [ 544 183 670 765  ] [ 226 244 592 297  ] [ 690 116 709 255 634  ]  ] 
[ [ 185 396 109  ] [ 248 401  ] [ 385  ] [ 649  ] [ 552 478  ] [ 713 547  ] [ 696 471  ] [ 410 163 599  ] [ 111 709 329  ] [ 776 239 398 591  ] [ 730  ] [ 356  ] [ 412 151  ] [ 695  ] [ 624 124  ] [ 655  ] [ 642 267  ] [ 304 731 187 252  ] [ 113 523 407 707  ] [ 122 787 607 566 344  ]  ] 
[ [ 692 296 526  ] [ 498 161  ] [ 581  ] [ 528  ] [ 373 580  ] [ 465 375  ] [ 715 513  ] [ 388 249 241  ] [ 728 575 291  ] [ 530 348 446 496  ] [ 643  ] [ 500  ] [ 784 474  ] [ 406  ] [ 326 723  ] [ 442  ] [ 381 464  ] [ 441 495 606 312  ] [ 639 511 698 790  ] [ 798 558 636 542 554  ]  ] 
[ [ 169 425 536  ] [ 433 612  ] [ 371  ] [ 494  ] [ 638 494  ] [ 211 577  ] [ 668 275  ] [ 789 725 759  ] [ 637 408 252  ] [ 627 241 524 660  ] [ 373  ] [ 192  ] [ 626 366  ] [ 667  ] [ 272 216  ] [ 739  ] [ 153 274  ] [ 703 579 503 379  ] [ 155 650 291 265  ] [ 119 589 266 713 242  ]  ] 
[ [ 472 255 664  ] [ 518 167  ] [ 102  ] [ 572  ] [ 297 382  ] [ 640 526  ] [ 161 379  ] [ 529 471 655  ] [ 748 112 608  ] [ 157 327 534 624  ] [ 229  ] [ 587  ] [ 336 702  ] [ 328  ] [ 230 632  ] [ 381  ] [ 106 778  ] [ 745 446 235 434  ] [ 277 606 653 224  ] [ 152 518 394 595 611  ]  ] 
[ [ 692 344 516  ] [ 615 680  ] [ 700  ] [ 313  ] [ 434 482  ] [ 626 627  ] [ 590 533  ] [ 217 653 155  ] [ 415 413 216  ] [ 439 521 370 617  ] [ 761  ] [ 153  ] [ 251 654  ] [ 584  ] [ 563 530  ] [ 226  ] [ 274 762  ] [ 192 732 680 458  ] [ 347 204 278 150  ] [ 489 499 465 597 608  ]  ] 
[ [ 709 506 594  ] [ 390 438  ] [ 310  ] [ 261  ] [ 320 163  ] [ 541 533  ] [ 276 488  ] [ 673 506 152  ] [ 689 602 210  ] [ 675 711 721 214  ] [ 412  ] [ 266  ] [ 783 527  ] [ 708  ] [ 290 328  ] [ 491  ] [ 186 568  ] [ 550 535 434 735  ] [ 313 720 664 601  ] [ 638 679 572 177 150  ]  ] 
] 
[ [ [ 319 221 672  ] [ 582 356  ] [ 692  ] [ 646  ] [ 442 347  ] [ 556 604  ] [ 680 314  ] [ 616 469 436  ] [ 666 558 342  ] [ 667 705 464 428  ] [ 341  ] [ 695  ] [ 663 375  ] [ 676  ] [ 519 110  ] [ 358  ] [ 368 729  ] [ 121 767 475 295  ] [ 387 177 689 242  ] [ 770 457 674 115 312  ]  ] 
[ [ 755 420 703  ] [ 249 385  ] [ 144  ] [ 193  ] [ 513 620  ] [ 265 573  ] [ 445 100  ] [ 150 261 234  ] [ 314 307 325  ] [ 771 621 717 256  ] [ 690  ] [ 715  ] [ 707 782  ] [ 575  ] [ 614 589  ] [ 705  ] [ 170 278  ] [ 245 634 783 619  ] [ 666 599 101 244  ] [ 631 564 585 125 373  ]  ] 
[ [ 200 274 406  ] [ 714 307  ] [ 504  ] [ 634  ] [ 159 122  ] [ 699 289  ] [ 323 272  ] [ 747 779 448  ] [ 577 434 323  ] [ 471 538 295 580  ] [ 736  ] [ 530  ] [ 299 144  ] [ 400  ] [ 513 204  ] [ 777  ] [ 521 233  ] [ 556 398 310 418  ] [ 504 588 406 707  ] [ 254 386 775 375 641  ]  ] 
[ [ 567 652 675  ] [ 570 101  ] [ 485  ] [ 392  ] [ 758 317  ] [ 339 119  ] [ 140 656  ] [ 739 619 577  ] [ 429 201 531  ] [ 288 621 431 275  ] [ 210  ] [ 377  ] [ 325 248  ] [ 597  ] [ 388 120  ] [ 621  ] [ 486 695  ] [ 121 158 476 234  ] [ 336 288 755 202  ] [ 339 190 704 747 186  ]  ] 
[ [ 467 510 781  ] [ 782 583  ] [ 196  ] [ 624  ] [ 668 761  ] [ 523 697  ] [ 461 420  ] [ 314 224 537  ] [ 307 485 794  ] [ 714 271 100 395  ] [ 347  ] [ 509  ] [ 228 262  ] [ 215  ] [ 398 538  ] [ 541  ] [ 797 617  ] [ 720 252 428 797  ] [ 441 502 790 349  ] [ 742 114 210 437 673  ]  ] 
[ [ 733 519 240  ] [ 235 586  ] [ 340  ] [ 729  ] [ 639 563  ] [ 624 428  ] [ 686 467  ] [ 584 484 187  ] [ 475 414 520  ] [ 542 287 646 368  ] [ 574  ] [ 689  ] [ 596 163  ] [ 540  ] [ 321 571  ] [ 795  ] [ 491 301  ] [ 490 206 704 112  ] [ 738 409 725 347  ] [ 436 453 724 770 218  ]  ] 
[ [ 771 182 397  ] [ 215 281  ] [ 678  ] [ 618  ] [ 365 149  ] [ 629 650  ] [ 575 710  ] [ 781 585 153  ] [ 564 504 441  ] [ 273 634 527 291  ] [ 237  ] [ 263  ] [ 350 563  ] [ 210  ] [ 299 656  ] [ 593  ] [ 132 208  ] [ 140 595 412 444  ] [ 128 744 396 591  ] [ 359 796 375 143 364  ]  ] 
[ [ 580 527 585  ] [ 291 656  ] [ 589  ] [ 755  ] [ 501 573  ] [ 701 734  ] [ 629 774  ] [ 376 162 206  ] [ 132 683 595  ] [ 389 272 486 480  ] [ 274  ] [ 782  ] [ 236 155  ] [ 291  ] [ 213 143  ] [ 257  ] [ 318 203  ] [ 423 453 685 287  ] [ 293 278 166 758  ] [ 301 399 346 705 238  ]  ] 
[ [ 772 123 763  ] [ 678 227  ] [ 776  ] [ 417  ] [ 249 358  ] [ 322 615  ] [ 657 513  ] [ 302 293 112  ] [ 418 627 389  ] [ 362 326 222 269  ] [ 506  ] [ 427  ] [ 365 652  ] [ 206  ] [ 549 451  ] [ 107  ] [ 558 375  ] [ 243 677 606 421  ] [ 578 773 157 597  ] [ 524 304 430 588 388  ]  ] 
[ [ 390 674 343  ] [ 534 595  ] [ 315  ] [ 689  ] [ 365 643  ] [ 468 241  ] [ 607 488  ] [ 320 166 461  ] [ 737 633 771  ] [ 574 507 515 177  ] [ 547  ] [ 653  ] [ 593 110  ] [ 289  ] [ 529 548  ] [ 529  ] [ 316 325  ] [ 792 503 316 697  ] [ 420 593 391 381  ] [ 494 493 451 457 294  ]  ] 
[ [ 727 759 151  ] [ 662 482  ] [ 743  ] [ 648  ] [ 213 618  ] [ 614 792  ] [ 369 745  ] [ 225 273 110  ] [ 632 231 117  ] [ 287 532 688 494  ] [ 661  ] [ 687  ] [ 680 631  ] [ 161  ] [ 306 690  ] [ 225  ] [ 245 503  ] [ 255 664 355 794  ] [ 551 601 631 645  ] [ 188 468 319 637 387  ]  ] 
[ [ 725 437 336  ] [ 716 216  ] [ 238  ] [ 343  ] [ 363 135  ] [ 364 135  ] [ 231 268  ] [ 485 449 368  ] [ 213 592 440  ] [ 798 365 461 711  ] [ 193  ] [ 418  ] [ 601 689  ] [ 376  ] [ 279 681  ] [ 291  ] [ 332 356  ] [ 121 362 128 363  ] [ 691 475 341 395  ] [ 343 268 429 160 477  ]  ] 
[ [ 638 228 708  ] [ 600 630  ] [ 139  ] [ 354  ] [ 211 674  ] [ 738 666  ] [ 580 543  ] [ 799 405 115  ] [ 694 300 392  ] [ 309 501 243 333  ] [ 675  ] [ 481  ] [ 325 319  ] [ 226  ] [ 335 229  ] [ 197  ] [ 254 288  ] [ 359 659 485 375  ] [ 555 274 622 291  ] [ 682 514 412 543 701  ]  ] 
[ [ 455 714 679  ] [ 490 754  ] [ 594  ] [ 462  ] [ 104 631  ] [ 345 388  ] [ 748 739  ] [ 286 771 760  ] [ 429 164 156  ] [ 277 214 638 321  ] [ 278  ] [ 730  ] [ 162 217  ] [ 244  ] [ 358 481  ] [ 720  ] [ 677 749  ] [ 394 166 771 621  ] [ 264 689 500 665  ] [ 126 226 114 682 175  ]  ] 
] 
[ [ [ 334 770 368  ] [ 774 214  ] [ 785  ] [ 744  ] [ 708 504  ] [ 303 597  ] [ 774 573  ] [ 193 681 434  ] [ 511 364 538  ] [ 570 795 275 135  ] [ 262  ] [ 542  ] [ 687 702  ] [ 621  ] [ 556 690  ] [ 513  ] [ 284 785  ] [ 510 663 524 757  ] [ 332 250 147 161  ] [ 251 612 275 403 280  ]  ] 
[ [ 315 623 784  ] [ 546 615  ] [ 544  ] [ 145  ] [ 285 245  ] [ 225 227  ] [ 688 427  ] [ 584 377 480  ] [ 728 315 607  ] [ 761 614 480 114  ] [ 505  ] [ 123  ] [ 318 104  ] [ 686  ] [ 455 553  ] [ 154  ] [ 730 766  ] [ 754 274 310 116  ] [ 137 388 714 234  ] [ 761 459 744 424 704  ]  ] 
[ [ 771 698 302  ] [ 497 610  ] [ 278  ] [ 472  ] [ 472 576  ] [ 154 508  ] [ 162 388  ] [ 755 617 739  ] [ 119 203 252  ] [ 789 278 389 544  ] [ 400  ] [ 394  ] [ 753 587  ] [ 653  ] [ 472 735  ] [ 504  ] [ 657 538  ] [ 702 676 148 370  ] [ 462 191 368 432  ] [ 712 353 538 179 739  ]  ] 
[ [ 111 374 341  ] [ 706 514  ] [ 376  ] [ 127  ] [ 786 704  ] [ 686 344  ] [ 631 199  ] [ 586 743 160  ] [ 111 554 384  ] [ 649 221 460 725  ] [ 265  ] [ 184  ] [ 738 370  ] [ 250  ] [ 698 667  ] [ 542  ] [ 617 757  ] [ 717 230 584 263  ] [ 593 346 786 647  ] [ 382 373 240 660 151  ]  ] 
[ [ 140 379 591  ] [ 479 751  ] [ 706  ] [ 250  ] [ 785 764  ] [ 630 369  ] [ 355 789  ] [ 666 390 481  ] [ 527 534 218  ] [ 229 731 265 420  ] [ 673  ] [ 303  ] [ 125 334  ] [ 198  ] [ 355 571  ] [ 187  ] [ 157 662  ] [ 774 798 462 791  ] [ 582 319 346 166  ] [ 298 546 782 126 412  ]  ] 
[ [ 301 607 398  ] [ 294 719  ] [ 158  ] [ 735  ] [ 408 500  ] [ 199 101  ] [ 750 553  ] [ 775 111 657  ] [ 699 168 165  ] [ 755 600 329 293  ] [ 460  ] [ 387  ] [ 596 765  ] [ 445  ] [ 547 445  ] [ 245  ] [ 521 672  ] [ 142 223 204 207  ] [ 399 416 182 216  ] [ 193 593 278 256 556  ]  ] 
[ [ 584 237 758  ] [ 523 739  ] [ 658  ] [ 767  ] [ 760 249  ] [ 302 671  ] [ 762 350  ] [ 774 115 297  ] [ 637 597 259  ] [ 698 537 345 631  ] [ 201  ] [ 454  ] [ 691 140  ] [ 332  ] [ 751 493  ] [ 202  ] [ 766 467  ] [ 581 221 411 286  ] [ 272 393 268 323  ] [ 457 319 373 764 186  ]  ] 
[ [ 471 225 331  ] [ 568 238  ] [ 414  ] [ 765  ] [ 485 243  ] [ 459 466  ] [ 678 428  ] [ 271 462 302  ] [ 371 409 196  ] [ 470 567 115 582  ] [ 657  ] [ 458  ] [ 677 590  ] [ 744  ] [ 778 725  ] [ 680  ] [ 433 310  ] [ 770 474 557 232  ] [ 427 354 123 246  ] [ 786 244 672 463 127  ]  ] 
[ [ 415 326 488  ] [ 316 658  ] [ 451  ] [ 613  ] [ 656 245  ] [ 101 631  ] [ 771 330  ] [ 585 469 237  ] [ 126 226 701  ] [ 128 263 308 498  ] [ 448  ] [ 469  ] [ 188 465  ] [ 390  ] [ 304 316  ] [ 153  ] [ 784 373  ] [ 432 645 780 114  ] [ 138 266 514 700  ] [ 611 708 601 697 413  ]  ] 
] 
 ] ; 
TCTime= [ 
 [ 0.0 29.0 31.0 20.0 18.0 37.0 20.0 25.0 20.0 47.0  ] 
 [ 41.0 0.0 35.0 19.0 40.0 29.0 26.0 30.0 21.0 46.0  ] 
 [ 47.0 41.0 0.0 24.0 37.0 24.0 41.0 33.0 48.0 26.0  ] 
 [ 37.0 33.0 44.0 0.0 31.0 46.0 16.0 45.0 21.0 32.0  ] 
 [ 25.0 34.0 15.0 25.0 0.0 23.0 35.0 16.0 18.0 24.0  ] 
 [ 39.0 43.0 49.0 23.0 33.0 0.0 17.0 41.0 35.0 38.0  ] 
 [ 18.0 41.0 34.0 15.0 20.0 40.0 0.0 41.0 35.0 28.0  ] 
 [ 27.0 38.0 22.0 29.0 45.0 27.0 18.0 0.0 22.0 17.0  ] 
 [ 27.0 49.0 43.0 43.0 48.0 24.0 44.0 19.0 0.0 20.0  ] 
 [ 21.0 24.0 46.0 44.0 26.0 30.0 25.0 21.0 27.0 0.0  ] 
 ] ; 
CCTime= [ 
[ [ 0 13 38 ] [ 35 0 20 ] [ 21 32 0 ] ] 
[ [ 0 47 ] [ 34 0 ] ] 
[ [ 0 ] ] 
[ [ 0 ] ] 
[ [ 0 47 ] [ 47 0 ] ] 
[ [ 0 36 ] [ 14 0 ] ] 
[ [ 0 38 ] [ 32 0 ] ] 
[ [ 0 30 41 ] [ 18 0 23 ] [ 23 12 0 ] ] 
[ [ 0 14 26 ] [ 42 0 26 ] [ 30 29 0 ] ] 
[ [ 0 26 42 40 ] [ 46 0 36 49 ] [ 38 33 0 21 ] [ 38 32 31 0 ] ] 
[ [ 0 ] ] 
[ [ 0 ] ] 
[ [ 0 45 ] [ 16 0 ] ] 
[ [ 0 ] ] 
[ [ 0 48 ] [ 15 0 ] ] 
[ [ 0 ] ] 
[ [ 0 42 ] [ 49 0 ] ] 
[ [ 0 18 25 28 ] [ 24 0 19 41 ] [ 38 36 0 39 ] [ 19 45 17 0 ] ] 
[ [ 0 28 19 16 ] [ 23 0 19 35 ] [ 20 41 0 48 ] [ 18 16 40 0 ] ] 
[ [ 0 33 22 39 48 ] [ 44 0 41 11 46 ] [ 37 17 0 37 10 ] [ 35 38 10 0 28 ] [ 29 49 34 32 0 ] ] 
 ] ; 
MCTime= [ 
[ 0.0 0.54 0.45 0.12 0.16 0.11 0.27 0.07 0.38 0.47 0.35 0.63 0.32 0.13 0.32 0.57 0.44 0.27 0.37 0.62 ] 
[ 0.27 0.0 0.35 0.37 0.37 0.51 0.46 0.48 0.48 0.49 0.09 0.5 0.29 0.33 0.4 0.53 0.4 0.53 0.6 0.06 ] 
[ 0.3 0.07 0.0 0.52 0.45 0.3 0.15 0.05 0.2 0.16 0.26 0.38 0.07 0.11 0.05 0.38 0.53 0.48 0.13 0.33 ] 
[ 0.47 0.29 0.52 0.0 0.58 0.08 0.44 0.35 0.42 0.53 0.05 0.41 0.42 0.52 0.1 0.55 0.07 0.17 0.16 0.27 ] 
[ 0.41 0.58 0.52 0.3 0.0 0.23 0.49 0.24 0.45 0.4 0.24 0.08 0.1 0.61 0.5 0.31 0.12 0.4 0.38 0.59 ] 
[ 0.38 0.2 0.42 0.23 0.47 0.0 0.29 0.48 0.05 0.56 0.6 0.13 0.5 0.15 0.13 0.31 0.46 0.15 0.56 0.57 ] 
[ 0.6 0.36 0.56 0.05 0.62 0.11 0.0 0.21 0.19 0.17 0.08 0.18 0.57 0.54 0.17 0.12 0.14 0.3 0.45 0.05 ] 
[ 0.1 0.4 0.18 0.22 0.33 0.22 0.46 0.0 0.14 0.11 0.46 0.32 0.57 0.07 0.63 0.44 0.07 0.58 0.54 0.23 ] 
[ 0.48 0.61 0.1 0.09 0.48 0.53 0.57 0.5 0.0 0.53 0.48 0.12 0.56 0.26 0.08 0.32 0.47 0.62 0.24 0.57 ] 
[ 0.32 0.13 0.29 0.16 0.15 0.21 0.09 0.19 0.35 0.0 0.52 0.37 0.25 0.46 0.15 0.16 0.36 0.4 0.39 0.11 ] 
[ 0.08 0.24 0.44 0.12 0.12 0.2 0.07 0.35 0.55 0.51 0.0 0.63 0.43 0.62 0.39 0.33 0.36 0.24 0.39 0.53 ] 
[ 0.58 0.1 0.33 0.53 0.44 0.63 0.24 0.29 0.34 0.07 0.53 0.0 0.16 0.29 0.16 0.17 0.36 0.57 0.36 0.5 ] 
[ 0.08 0.35 0.53 0.49 0.38 0.54 0.5 0.1 0.54 0.3 0.05 0.09 0.0 0.24 0.59 0.32 0.43 0.51 0.53 0.19 ] 
[ 0.53 0.19 0.33 0.35 0.23 0.53 0.45 0.36 0.51 0.57 0.11 0.58 0.09 0.0 0.61 0.3 0.23 0.15 0.08 0.54 ] 
[ 0.35 0.24 0.46 0.56 0.1 0.33 0.15 0.5 0.45 0.32 0.54 0.21 0.23 0.58 0.0 0.33 0.33 0.12 0.22 0.59 ] 
[ 0.18 0.61 0.5 0.11 0.4 0.6 0.47 0.44 0.15 0.15 0.13 0.35 0.06 0.15 0.16 0.0 0.24 0.63 0.51 0.5 ] 
[ 0.31 0.06 0.56 0.11 0.15 0.15 0.44 0.28 0.59 0.45 0.53 0.37 0.36 0.57 0.31 0.31 0.0 0.37 0.1 0.6 ] 
[ 0.41 0.51 0.3 0.25 0.46 0.13 0.4 0.45 0.61 0.49 0.58 0.08 0.6 0.43 0.53 0.31 0.55 0.0 0.44 0.48 ] 
[ 0.09 0.13 0.25 0.49 0.47 0.18 0.37 0.15 0.52 0.53 0.09 0.12 0.49 0.44 0.31 0.52 0.61 0.32 0.0 0.26 ] 
[ 0.63 0.4 0.22 0.44 0.29 0.57 0.11 0.16 0.56 0.33 0.19 0.46 0.4 0.21 0.2 0.61 0.5 0.24 0.23 0.0 ] 
 ] ; 

PrCost= [ 
[ [ 0.34 0.53 0.5 0.31 0.72 0.61 0.42 0.5 0.11 0.27 0.47 0.4 0.17 0.58 0.55 0.63 0.15 0.43 0.59 0.48  ] 
[ 0.45 0.45 0.39 0.72 0.45 0.42 0.62 0.75 0.11 0.14 0.13 0.3 0.77 0.63 0.66 0.44 0.19 0.46 0.16 0.63  ] 
[ 0.36 0.79 0.56 0.23 0.3 0.7 0.2 0.67 0.26 0.78 0.11 0.54 0.57 0.23 0.76 0.46 0.64 0.3 0.35 0.78  ] 
[ 0.14 0.13 0.37 0.68 0.16 0.35 0.17 0.3 0.16 0.21 0.33 0.23 0.14 0.35 0.66 0.68 0.5 0.51 0.17 0.35  ] 
[ 0.78 0.31 0.24 0.62 0.32 0.15 0.29 0.4 0.14 0.77 0.36 0.19 0.38 0.22 0.15 0.2 0.21 0.6 0.25 0.75  ] 
[ 0.35 0.45 0.39 0.37 0.76 0.59 0.18 0.61 0.38 0.46 0.52 0.43 0.36 0.27 0.77 0.67 0.31 0.68 0.52 0.46  ] 
[ 0.33 0.33 0.68 0.21 0.4 0.29 0.42 0.19 0.29 0.59 0.3 0.31 0.34 0.21 0.74 0.66 0.23 0.17 0.55 0.69  ] 
] 
[ [ 0.47 0.76 0.36 0.74 0.42 0.39 0.12 0.58 0.75 0.79 0.16 0.21 0.28 0.71 0.16 0.13 0.63 0.49 0.39 0.66  ] 
[ 0.39 0.28 0.71 0.49 0.71 0.79 0.51 0.43 0.44 0.5 0.69 0.65 0.58 0.11 0.55 0.65 0.67 0.75 0.51 0.65  ] 
[ 0.3 0.61 0.14 0.38 0.48 0.43 0.79 0.3 0.35 0.11 0.76 0.69 0.49 0.26 0.2 0.52 0.7 0.16 0.23 0.76  ] 
[ 0.41 0.14 0.35 0.64 0.18 0.29 0.71 0.26 0.42 0.46 0.54 0.29 0.45 0.39 0.36 0.18 0.33 0.73 0.11 0.77  ] 
[ 0.11 0.18 0.72 0.12 0.26 0.44 0.47 0.62 0.17 0.17 0.57 0.52 0.36 0.25 0.74 0.77 0.43 0.18 0.59 0.18  ] 
[ 0.43 0.54 0.45 0.11 0.77 0.41 0.23 0.38 0.62 0.72 0.57 0.38 0.44 0.32 0.62 0.58 0.41 0.32 0.72 0.38  ] 
[ 0.17 0.28 0.42 0.5 0.75 0.25 0.64 0.44 0.5 0.62 0.41 0.28 0.26 0.25 0.3 0.54 0.16 0.2 0.78 0.72  ] 
] 
[ [ 0.42 0.71 0.78 0.43 0.44 0.18 0.4 0.49 0.45 0.53 0.77 0.27 0.68 0.36 0.12 0.53 0.27 0.24 0.22 0.58  ] 
[ 0.54 0.41 0.33 0.43 0.19 0.75 0.74 0.6 0.41 0.43 0.45 0.2 0.18 0.17 0.67 0.61 0.14 0.15 0.5 0.24  ] 
[ 0.78 0.38 0.47 0.62 0.31 0.13 0.28 0.77 0.12 0.61 0.43 0.64 0.71 0.48 0.52 0.58 0.46 0.72 0.3 0.38  ] 
[ 0.56 0.54 0.24 0.29 0.43 0.79 0.76 0.74 0.49 0.39 0.71 0.13 0.27 0.26 0.12 0.41 0.45 0.41 0.67 0.71  ] 
[ 0.67 0.12 0.28 0.27 0.2 0.31 0.67 0.65 0.65 0.38 0.72 0.19 0.29 0.18 0.6 0.75 0.63 0.31 0.12 0.74  ] 
[ 0.25 0.6 0.69 0.72 0.67 0.54 0.42 0.37 0.1 0.18 0.36 0.58 0.47 0.61 0.16 0.12 0.36 0.44 0.56 0.17  ] 
[ 0.53 0.65 0.67 0.25 0.22 0.68 0.49 0.67 0.69 0.38 0.52 0.37 0.47 0.51 0.52 0.48 0.59 0.76 0.28 0.23  ] 
] 
[ [ 0.63 0.28 0.76 0.62 0.18 0.59 0.49 0.79 0.12 0.72 0.28 0.37 0.46 0.77 0.72 0.78 0.15 0.23 0.51 0.39  ] 
[ 0.76 0.39 0.34 0.13 0.2 0.78 0.61 0.3 0.68 0.67 0.22 0.44 0.73 0.25 0.21 0.28 0.79 0.63 0.48 0.59  ] 
[ 0.69 0.65 0.34 0.47 0.23 0.37 0.46 0.14 0.64 0.66 0.65 0.51 0.31 0.22 0.62 0.29 0.51 0.77 0.79 0.13  ] 
[ 0.6 0.32 0.72 0.21 0.26 0.21 0.69 0.43 0.55 0.58 0.4 0.11 0.37 0.41 0.75 0.74 0.25 0.21 0.63 0.77  ] 
[ 0.26 0.59 0.33 0.72 0.22 0.76 0.52 0.59 0.29 0.67 0.15 0.52 0.6 0.35 0.24 0.68 0.37 0.62 0.61 0.24  ] 
[ 0.45 0.35 0.51 0.37 0.31 0.11 0.15 0.77 0.2 0.46 0.74 0.11 0.24 0.59 0.19 0.17 0.6 0.69 0.74 0.19  ] 
[ 0.56 0.75 0.5 0.37 0.23 0.57 0.44 0.18 0.23 0.41 0.53 0.62 0.63 0.25 0.66 0.28 0.12 0.5 0.51 0.21  ] 
] 
[ [ 0.35 0.63 0.38 0.27 0.24 0.53 0.25 0.19 0.3 0.35 0.38 0.56 0.29 0.38 0.21 0.37 0.55 0.71 0.11 0.44  ] 
[ 0.67 0.46 0.71 0.7 0.64 0.78 0.14 0.75 0.3 0.52 0.78 0.74 0.57 0.56 0.1 0.43 0.43 0.69 0.63 0.17  ] 
[ 0.14 0.46 0.59 0.14 0.71 0.47 0.66 0.15 0.17 0.22 0.25 0.48 0.62 0.52 0.26 0.5 0.17 0.29 0.36 0.66  ] 
[ 0.68 0.34 0.1 0.65 0.74 0.38 0.38 0.64 0.68 0.66 0.42 0.22 0.11 0.52 0.11 0.71 0.45 0.13 0.79 0.36  ] 
[ 0.74 0.45 0.52 0.51 0.72 0.34 0.21 0.5 0.26 0.49 0.67 0.42 0.73 0.79 0.46 0.65 0.27 0.2 0.31 0.63  ] 
[ 0.54 0.33 0.46 0.16 0.26 0.67 0.29 0.49 0.62 0.22 0.6 0.7 0.67 0.22 0.45 0.48 0.46 0.46 0.12 0.41  ] 
[ 0.67 0.78 0.75 0.15 0.24 0.36 0.59 0.24 0.71 0.69 0.5 0.72 0.37 0.79 0.67 0.45 0.5 0.25 0.62 0.28  ] 
] 
[ [ 0.6 0.47 0.72 0.5 0.33 0.7 0.36 0.64 0.63 0.71 0.7 0.43 0.67 0.15 0.43 0.73 0.76 0.41 0.6 0.38  ] 
[ 0.27 0.17 0.77 0.64 0.2 0.13 0.32 0.67 0.38 0.52 0.14 0.39 0.46 0.27 0.63 0.73 0.52 0.28 0.21 0.6  ] 
[ 0.15 0.28 0.78 0.36 0.58 0.49 0.1 0.56 0.17 0.57 0.74 0.48 0.38 0.55 0.14 0.12 0.7 0.61 0.79 0.33  ] 
[ 0.59 0.71 0.26 0.12 0.47 0.46 0.52 0.63 0.57 0.54 0.16 0.32 0.75 0.57 0.65 0.34 0.76 0.13 0.78 0.7  ] 
[ 0.3 0.55 0.39 0.36 0.7 0.36 0.64 0.76 0.34 0.74 0.58 0.13 0.47 0.4 0.67 0.37 0.53 0.65 0.78 0.22  ] 
[ 0.29 0.77 0.67 0.59 0.42 0.51 0.51 0.31 0.78 0.59 0.24 0.57 0.58 0.25 0.44 0.22 0.24 0.36 0.27 0.57  ] 
[ 0.29 0.57 0.59 0.52 0.7 0.42 0.79 0.49 0.41 0.79 0.39 0.46 0.22 0.58 0.51 0.74 0.45 0.44 0.43 0.3  ] 
] 
[ [ 0.57 0.62 0.55 0.23 0.67 0.32 0.32 0.79 0.67 0.45 0.61 0.3 0.21 0.7 0.4 0.71 0.43 0.18 0.39 0.74  ] 
[ 0.22 0.25 0.18 0.57 0.47 0.4 0.2 0.11 0.23 0.68 0.1 0.19 0.7 0.73 0.37 0.28 0.44 0.27 0.51 0.59  ] 
[ 0.42 0.28 0.79 0.42 0.39 0.36 0.76 0.18 0.74 0.16 0.44 0.26 0.44 0.17 0.16 0.65 0.35 0.74 0.23 0.31  ] 
[ 0.5 0.79 0.21 0.77 0.54 0.63 0.21 0.63 0.16 0.69 0.3 0.7 0.42 0.35 0.74 0.54 0.58 0.26 0.43 0.54  ] 
[ 0.33 0.39 0.37 0.21 0.34 0.22 0.12 0.25 0.75 0.22 0.4 0.17 0.75 0.73 0.74 0.72 0.59 0.33 0.17 0.74  ] 
[ 0.48 0.61 0.42 0.6 0.13 0.6 0.57 0.3 0.28 0.47 0.49 0.14 0.46 0.28 0.51 0.11 0.11 0.73 0.53 0.75  ] 
[ 0.36 0.79 0.46 0.37 0.23 0.36 0.4 0.55 0.68 0.21 0.73 0.66 0.13 0.15 0.24 0.47 0.73 0.62 0.13 0.55  ] 
] 
[ [ 0.64 0.42 0.43 0.61 0.19 0.63 0.12 0.13 0.2 0.39 0.41 0.74 0.64 0.5 0.54 0.38 0.41 0.4 0.4 0.4  ] 
[ 0.76 0.4 0.13 0.34 0.29 0.1 0.23 0.42 0.43 0.68 0.7 0.42 0.31 0.57 0.55 0.5 0.59 0.45 0.65 0.11  ] 
[ 0.28 0.67 0.57 0.47 0.22 0.41 0.39 0.3 0.22 0.19 0.52 0.67 0.54 0.73 0.73 0.22 0.67 0.61 0.39 0.79  ] 
[ 0.63 0.67 0.23 0.71 0.4 0.69 0.23 0.49 0.2 0.37 0.17 0.41 0.29 0.21 0.44 0.78 0.11 0.51 0.22 0.79  ] 
[ 0.78 0.4 0.12 0.5 0.21 0.24 0.34 0.35 0.62 0.22 0.53 0.26 0.14 0.5 0.53 0.77 0.4 0.25 0.19 0.2  ] 
[ 0.62 0.76 0.4 0.18 0.32 0.3 0.3 0.1 0.55 0.69 0.73 0.67 0.69 0.53 0.54 0.14 0.17 0.56 0.52 0.74  ] 
[ 0.36 0.4 0.66 0.34 0.42 0.63 0.19 0.72 0.39 0.33 0.17 0.68 0.72 0.67 0.55 0.38 0.4 0.67 0.68 0.26  ] 
